STATE_CODE,STATE_CODE_EXP,SHRP_ID,COUNTY,COUNTY_EXP,FUNCTIONAL_CLASS,FUNCTIONAL_CLASS_EXP,ROUTE_NO,ROUTE_SIGNING,ROUTE_SIGNING_EXP,ROUTE_QUALIFIER,ROUTE_QUALIFIER_EXP,ALT_ROUTE_NAME,NO_OF_LANES,MILEPOINT,LOCATION_INFO
49,Utah,D431,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D440,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D441,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D443,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D444,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D445,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D446,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D448,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D449,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D450,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D451,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D452,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D454,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D455,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D459,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D460,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D461,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,D462,35,SALT LAKE,14,Urban Other Principal Arterial,154,4,State,,,,3,19.0,START OF SECTION IS 0.5 MILES SOUTH OF 2100 S. STREET AND 3100 S. STREET IS 0.7 MILES SOUTH OF THE START OF SECTION.
49,Utah,E410,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E430,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E431,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E440,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E441,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E443,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E444,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E445,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E446,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E448,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E449,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E450,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E451,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E452,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E454,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E455,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E456,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E458,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E459,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E460,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E461,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
49,Utah,E462,51,WASATCH,2,Rural Principal Arterial - Other,40,3,U.S.,,,,2,12.55,THE START OF SECTION IS APPROXIMATELY 8.2 MILE EASTBOUND(SOUTH) OF THE PARK CITY EXIT.  THE JUNCTION OF US 40 AND SR 19 IS ABOUT 0.8 MILES EASTBOUND(SOUTH) OF THE START OF THE SECTION. PROJECT NF-19(15) LEADIN @ STA. 828+000;0-LINE @ 828+00
50,Vermont,1002,1,ADDISON,2,Rural Principal Arterial - Other,7,3,U.S.,,,,1,5.11,"ONE QUARTER MILE SOUTH OF NEW HAVEN JUNCTION  (NEW HAVEN,VT)"
50,Vermont,1004,13,GRAND ISLE,2,Rural Principal Arterial - Other,2,3,U.S.,,,,1,3.33,"BEGINS 8.1 MILES WEST OF I-89, BETWEEN HILL RD/SOUTH ST AND GIFFORD LN, 16.1 MILES NORTH OF BURLINGTON, VT"
50,Vermont,1681,7,CHITTENDEN,2,Rural Principal Arterial - Other,7,3,U.S.,,,,1,3.2,"0.1 MILES SOUTH OF THE JUNCTION WITH ROUTE F5  (CHARLOTTE,VT)"
50,Vermont,1682,7,CHITTENDEN,2,Rural Principal Arterial - Other,7,3,U.S.,,,,1,4.55,"BEGINS 8.4 MILES (ENDS 8.6 MILES) SOUTH OF I-89, BETWEEN CHURCH HILL RD, AND NURCERY LN, 8.4 MILES SOUTH OF BURLINGTON, VT"
50,Vermont,1683,7,CHITTENDEN,2,Rural Principal Arterial - Other,7,3,U.S.,,,,1,4.75,"BEGINS 8.4 MILES (ENDS 8.6 MILES) SOUTH OF I-89, BETWEEN CHURCH HILL RD, AND NURCERY LN, 8.4 MILES SOUTH OF BURLINGTON, VT"
51,Virginia,0113,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0114,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0115,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0116,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0117,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0118,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0119,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0120,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0121,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0122,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0123,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0124,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,0159,143,PITTSYLVANIA,2,Rural Principal Arterial - Other,29,4,State,,,,1,12.65,"BEGINS 5.3 MILES (ENDS 2.8 MILES) NORTH OF US 58, BETWEEN E FRANKLIN TURNPIKE AND TWIN ARCH DR (COUNTY RD 695), 35.0 MILES WEST OF SOUTH BOSTON, VA"
51,Virginia,1002,63,FLOYD,6,Rural Minor Arterial,8,4,State,,,,1,10.8,"BEGINS 0.13 MILES NORTH OF RT 730  (CHRISTAINBURG,VA)"
51,Virginia,1023,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,1417,61,FAUQUIER,2,Rural Principal Arterial - Other,17,3,U.S.,,,,2,35.5,"BEGINS 1.1 MILES SOUTH OF US 15 OR 2.2 MILES NORTH OF SR 28, BETWEEN COVINGTONS CORNER RD (COUNTY RD 663) AND FAYETTESVILLE RD, 6.4 MILES SOUTH OF WARRENTON, VA, 15.6 MILES NORTHEAST OF CULPEPER, VA"
51,Virginia,1419,167,RUSSELL,2,Rural Principal Arterial - Other,19,3,U.S.,,,,2,19.37,"BEGINS 0.8 MILES NORTHEAST OF SR 80 NORHT (RAC BUD HWY), BETWEEN SR 80 NORTH AND SETTLE LN (COUNTY RD 644), 180 MILES NORTH OF CHARLOTTE, NC, 140 MILES WEST OF ROANOKE, VA"
51,Virginia,1423,195,WISE,6,Rural Minor Arterial,23,3,U.S.,,,,2,32.7,"BEGINS 11.8 MILES NORTH OF US 58, BETWEEN SR 614 (ARTESIAN WELL HOLLOW RD) AND BUSINESS US 23 NORTH, 8.1 MILES SOUTH OF NORTON, VA"
51,Virginia,1464,199,YORK,11,Urban Principal Arterial - Interstate,64,2,Interstate,,,,2,237.0,"1.24  MILES WEST OF SR143 INTERCHANGE  (WILLIAMSBURG,VA)"
51,Virginia,2004,143,PITTSYLVANIA,12,Urban Principal Arterial - Other Freeways or Expressways,265,4,State,,,,2,2.96,"0.62 MILES SOUTH OF RT 86 UNDERPASS  (DANVILLE,VA)"
51,Virginia,2021,35,CARROLL,6,Rural Minor Arterial,58,3,U.S.,,,,2,21.29,"BEGINS 0.58 MILES WEST OF INTERSECTION RT 911 (HILLSVILLE,VA)"
51,Virginia,2564,550,CHESAPEAKE CITY,11,Urban Principal Arterial - Interstate,64,2,Interstate,,,,2,298.7,"BEGINS 1.5 MILES SOUTHEAST OF I-264, BETWEEN I-264 AND US 460, 11.4 MILES SOUTH WEST OF NORFOLK, VA"
51,Virginia,5008,710,NORFOLK CITY,11,Urban Principal Arterial - Interstate,564,2,Interstate,,,,2,1.68,"BEGINS 1.8 MILES NORTHWEST OF I-64 AND 1.32 MILES NORTHWEST OF US 460, BETWEEN TERMINAL BLVE, AND SR 337, 12.9 MILES NORTH OF CHESAPEAKE, VA"
51,Virginia,5009,87,HENRICO,7,Rural Major Collector,60,3,U.S.,,,,2,2.35,"BEGINS 1.2 MILES EAST OF I-295 OR 0.68 MILES WEST OF SR 156, BETWEEN SR 156 AND TECHNOLOGY BLVD, 78.4 MILES SOUTHEAST OF CHARLOTTESVILLE, VA"
51,Virginia,5010,87,HENRICO,1,Rural Principal Arterial - Interstate,295,2,Interstate,,,,3,27.46,"BEGINS 2.99 MILES WEST OF RT 5 ON RAMP (RICHMOND,VA)"
51,Virginia,A310,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,A320,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,A321,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,A330,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,A340,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
51,Virginia,A350,149,PRINCE GEORGE,1,Rural Principal Arterial - Interstate,95,2,Interstate,,,,2,36.0,"BEGINS 1.31 MILES NORTH OF SUSSEX COUNTY LINE  (PETERSBURG,VA)"
53,Washington,0201,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0202,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0203,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0204,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0205,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0206,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0207,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0208,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0209,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0210,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0211,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0212,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0259,1,ADAMS,12,Urban Principal Arterial - Other Freeways or Expressways,395,4,State,,,,2,91.57,2 miles south of Interstate 90.
53,Washington,0801,13,COLUMBIA,9,Rural Local Collector,91150,10,None of the above,,,,1,4.0,"Test sections are on North Toucher Road four miles south of the intersection with U.S. 12 in Dayton, Washington                                                                                                                                 "
53,Washington,0802,13,COLUMBIA,9,Rural Local Collector,91150,10,None of the above,,,,1,4.0,"Test sections are on North Toucher Road four miles south of the intersection with U.S. 12 in Dayton, Washington                                                                                                                                 "
53,Washington,1002,13,COLUMBIA,2,Rural Principal Arterial - Other,12,3,U.S.,,,,1,374.7,START OF SECTION IS 0.45 MILES WEST OF WHETSTONE CREEK BRIDGE AND 2.45 MILES EAST OF THE JUNCITON WITH SR 126.
53,Washington,1005,1,ADAMS,1,Rural Principal Arterial - Interstate,90,2,Interstate,,,,2,208.6,START OF SECTION IS 1.76 MILES EAST OF SR 21.
53,Washington,1006,47,OKANOGAN,2,Rural Principal Arterial - Other,97,3,U.S.,,,,1,251.33,START OF SECTION IS 1.5 MILES SOUTH OF THE JUNCTION WITH SR 153.
53,Washington,1007,5,BENTON,6,Rural Minor Arterial,221,4,State,,,,1,7.7,START OF SECTION IS 0.32 MILES NORTH OF THE JUNCTION WITH HARRIGAN RD AND 2.1 MILES NORTH OF LENZE RD.  APPROX. 13 MI. SOUTH OF IH-82 INTERSECTION WITH ST-221
53,Washington,1008,63,SPOKANE,2,Rural Principal Arterial - Other,195,3,U.S.,,,,2,89.05,START OF SECTION IS 1.54 MILES NORTH OF WASHINGTON RD AND 1.02 MILES NORTH OF EXCELSIOR RD.  APPROX. 9 MI. SOUTH OF IH-90 INTERSECTION WITH US-195
53,Washington,1501,17,DOUGLAS,2,Rural Principal Arterial - Other,2,4,State,,,,1,174.4,START OF SECTION IS  0.3 MILES WEST OF THE JUNCITON OF G STREET AND IS ON THE DECLINE INTO MOSES COULEE.  APPROX 12 MI. WEST OFf ST-17 INTERSECTION WITH US-2.
